,date,serial_number,model,capacity_bytes,failure,smart_1_raw,smart_2_raw,smart_3_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_8_raw,smart_9_raw,smart_10_raw,smart_11_raw,smart_12_raw,smart_13_raw,smart_15_raw,smart_22_raw,smart_183_raw,smart_184_raw,smart_187_raw,smart_188_raw,smart_189_raw,smart_190_raw,smart_191_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_195_raw,smart_196_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_200_raw,smart_201_raw,smart_220_raw,smart_222_raw,smart_223_raw,smart_224_raw,smart_225_raw,smart_226_raw,smart_240_raw,smart_241_raw,smart_242_raw,smart_250_raw,smart_251_raw,smart_252_raw,smart_254_raw,smart_255_raw
398359,2016-01-06,W300692Z,ST4000DM000,1.976651427858e-311,0,57686104,,0,26,0,7.24885275e-316,,17491,0,,26,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,30765.0,21.0,,,0,0,0,,,,,,,,,8.5103e-320,1.13855837257e-313,1.09384511367e-312,,,,,
455872,2016-01-07,W300692Z,ST4000DM000,1.976651427858e-311,0,10354680,,0,26,0,7.31186163e-316,,17514,0,,26,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,30765.0,21.0,,,0,0,0,,,,,,,,,8.522e-320,1.1391640355e-313,1.094268084776e-312,,,,,
513386,2016-01-08,W300692Z,ST4000DM000,1.976651427858e-311,0,26177408,,0,26,0,7.37834814e-316,,17538,0,,26,,,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,30765.0,20.0,,,0,0,0,,,,,,,,,8.5335e-320,1.13994138533e-313,1.094601665667e-312,,,,,
570901,2016-01-09,W300692Z,ST4000DM000,1.976651427858e-311,0,84791920,,0,26,0,7.4475055e-316,,17563,0,,26,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,30765.0,21.0,,,0,0,0,,,,,,,,,8.546e-320,1.14084114745e-313,1.094976424193e-312,,,,,
628415,2016-01-10,W300692Z,ST4000DM000,1.976651427858e-311,0,135697192,,0,26,0,7.5146704e-316,,17586,0,,26,,,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,30765.0,22.0,,,0,0,0,,,,,,,,,8.5577e-320,1.1415528769e-313,1.095363241097e-312,,,,,
685930,2016-01-11,W300692Z,ST4000DM000,1.976651427858e-311,0,231380336,,0,26,0,7.58320896e-316,,17610,0,,26,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,30765.0,21.0,,,0,0,0,,,,,,,,,8.569e-320,1.1424129827e-313,1.095801365206e-312,,,,,
743445,2016-01-12,W300692Z,ST4000DM000,1.976651427858e-311,0,219597464,,0,26,0,7.65724944e-316,,17635,0,,26,,,,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,30765.0,20.0,,,0,0,0,,,,,,,,,8.5814e-320,1.1435047334e-313,1.096246013695e-312,,,,,
800960,2016-01-13,W300692Z,ST4000DM000,1.976651427858e-311,0,110235120,,0,26,0,7.7270476e-316,,17658,0,,26,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,30765.0,21.0,,,0,0,0,,,,,,,,,8.5933e-320,1.14441616477e-313,1.096689929563e-312,,,,,
858474,2016-01-14,W300692Z,ST4000DM000,1.976651427858e-311,0,187784608,,0,26,0,7.79529246e-316,,17682,0,,26,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,30765.0,21.0,,,0,0,0,,,,,,,,,8.6046e-320,1.14525536847e-313,1.097064932404e-312,,,,,
916035,2016-01-15,W300692Z,ST4000DM000,1.976651427858e-311,0,33142560,,0,26,0,7.86068867e-316,,17706,0,,26,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,30765.0,21.0,,,0,0,0,,,,,,,,,8.6165e-320,1.1458800554e-313,1.0974926441e-312,,,,,
973552,2016-01-16,W300692Z,ST4000DM000,1.976651427858e-311,0,28265928,,0,26,0,7.9277388e-316,,17731,0,,26,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,30765.0,21.0,,,0,0,0,,,,,,,,,8.629e-320,1.14652616035e-313,1.097792253225e-312,,,,,
1031066,2016-01-17,W300692Z,ST4000DM000,1.976651427858e-311,0,52600496,,0,26,0,7.99454375e-316,,17754,0,,26,,,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,30765.0,22.0,,,0,0,0,,,,,,,,,8.64e-320,1.1472087642e-313,1.098157175797e-312,,,,,
1088565,2016-01-18,W300692Z,ST4000DM000,1.976651427858e-311,0,22231024,,0,26,0,8.0589862e-316,,17778,0,,26,,,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,30765.0,22.0,,,0,0,0,,,,,,,,,8.652e-320,1.14780860763e-313,1.09850355739e-312,,,,,
1146076,2016-01-19,W300692Z,ST4000DM000,1.976651427858e-311,0,34324672,,0,26,0,8.12680686e-316,,17803,0,,26,,,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,30765.0,22.0,,,0,0,0,,,,,,,,,8.6644e-320,1.1485017862e-313,1.098880061677e-312,,,,,
1203587,2016-01-20,W300692Z,ST4000DM000,1.976651427858e-311,0,47388440,,0,26,0,8.1928244e-316,,17826,0,,26,,,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,30765.0,22.0,,,0,0,0,,,,,,,,,8.6763e-320,1.14922533415e-313,1.099256471736e-312,,,,,
1261059,2016-01-21,W300692Z,ST4000DM000,1.976651427858e-311,0,242933752,,0,26,0,8.2577781e-316,,17850,0,,26,,,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,30765.0,22.0,,,0,0,0,,,,,,,,,8.6877e-320,1.14989009454e-313,1.09961196574e-312,,,,,
1317372,2016-04-01,W300692Z,ST4000DM000,1.976651427858e-311,0,32961608,,0,26,0,1.277890803e-315,,19553,0,,26,,,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,30766.0,23.0,,,0,0,0,,,,,,,,,9.529e-320,1.1988089429e-313,1.12306515987e-312,,,,,
1380324,2016-04-01,W300692Z,ST4000DM000,1.976651427858e-311,0,32961608,,0,26,0,1.277890803e-315,,19553,0,,26,,,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,30766.0,23.0,,,0,0,0,,,,,,,,,9.529e-320,1.1988089429e-313,1.12306515987e-312,,,,,
1443278,2016-04-02,W300692Z,ST4000DM000,1.976651427858e-311,0,204213136,,0,26,0,1.28362331e-315,,19577,0,,26,,,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,30766.0,23.0,,,0,0,0,,,,,,,,,9.5414e-320,1.199484295e-313,1.123288735767e-312,,,,,
1506230,2016-04-03,W300692Z,ST4000DM000,1.976651427858e-311,0,214512824,,0,26,0,1.28973354e-315,,19601,0,,26,,,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,30766.0,23.0,,,0,0,0,,,,,,,,,9.553e-320,1.20013189557e-313,1.12354687882e-312,,,,,
1569182,2016-04-04,W300692Z,ST4000DM000,1.976651427858e-311,0,96054320,,0,26,0,1.295522677e-315,,19625,0,,26,,,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,30766.0,23.0,,,0,0,0,,,,,,,,,9.5646e-320,1.2007854898e-313,1.123799778744e-312,,,,,
1632092,2016-04-05,W300692Z,ST4000DM000,1.976651427858e-311,0,114110496,,0,26,0,1.301107605e-315,,19649,0,,26,,,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,30766.0,23.0,,,0,0,0,,,,,,,,,9.5765e-320,1.20143843765e-313,1.12402146795e-312,,,,,
1695000,2016-04-06,W300692Z,ST4000DM000,1.976651427858e-311,0,174184752,,0,26,0,1.30698477e-315,,19673,0,,26,,,,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,30766.0,22.0,,,0,0,0,,,,,,,,,9.5883e-320,1.2021021191e-313,1.12425483672e-312,,,,,
1757901,2016-04-07,W300692Z,ST4000DM000,1.976651427858e-311,0,43008760,,0,26,0,1.312787603e-315,,19697,0,,26,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.0,30768.0,21.0,,,0,0,0,,,,,,,,,9.6e-320,1.202681582e-313,1.12452743732e-312,,,,,
1820807,2016-04-08,W300692Z,ST4000DM000,1.976651427858e-311,0,243750800,,0,27,0,1.315445904e-315,,19721,0,,27,,,,0.0,0.0,0.0,0.0,0.0,24.0,0.0,6.0,31565.0,24.0,,,0,0,0,,,,,,,,,9.6106e-320,1.20293035286e-313,1.124667759007e-312,,,,,
1884502,2016-04-09,W300692Z,ST4000DM000,1.976651427858e-311,0,25525296,,0,27,0,1.31594889e-315,,19745,0,,27,,,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,32863.0,25.0,,,0,0,0,,,,,,,,,9.6204e-320,1.20293629844e-313,1.124758452463e-312,,,,,
1948374,2016-04-10,W300692Z,ST4000DM000,1.976651427858e-311,0,51525448,,0,27,0,1.31645138e-315,,19769,0,,27,,,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,34161.0,25.0,,,0,0,0,,,,,,,,,9.63e-320,1.2029420533e-313,1.12485413282e-312,,,,,
2012173,2016-04-11,W300692Z,ST4000DM000,1.976651427858e-311,0,33215600,,0,27,0,1.31768849e-315,,19793,0,,27,,,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,35179.0,25.0,,,0,0,0,,,,,,,,,9.6397e-320,1.2030361676e-313,1.124976934364e-312,,,,,
2075955,2016-04-12,W300692Z,ST4000DM000,1.976651427858e-311,1,135774752,,0,27,0,1.324306516e-315,,19817,0,,27,,,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.0,35179.0,25.0,,,24,24,0,,,,,,,,,9.651e-320,1.2044466665e-313,1.125321522894e-312,,,,,
5830,2016-01-01,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28287,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
63375,2016-01-01,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28287,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
120920,2016-01-02,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28311,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
178470,2016-01-03,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28335,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
236076,2016-01-04,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28359,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
293677,2016-01-05,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28383,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
351232,2016-01-06,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28407,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
408746,2016-01-07,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28431,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
466262,2016-01-08,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28454,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
523777,2016-01-09,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28479,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
581292,2016-01-10,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28503,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
638807,2016-01-11,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28526,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
696321,2016-01-12,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28551,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
753836,2016-01-13,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28575,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
811352,2016-01-14,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28598,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
868871,2016-01-15,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28622,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
926430,2016-01-16,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28647,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
983945,2016-01-17,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28670,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1041455,2016-01-18,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28694,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,38.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1098957,2016-01-19,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28719,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,38.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1156472,2016-01-20,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28742,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,38.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1213979,2016-01-21,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,28766,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,38.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1271992,2016-04-01,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30466,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,39.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1334944,2016-04-01,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30466,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,39.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1397893,2016-04-02,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30491,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,40.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1460846,2016-04-03,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30515,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,40.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1523798,2016-04-04,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30538,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,41.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1586744,2016-04-05,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30563,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,40.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1649650,2016-04-06,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30586,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,39.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1712560,2016-04-07,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30610,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,38.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1775467,2016-04-08,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30635,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,43.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1838494,2016-04-09,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30658,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,43.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1902366,2016-04-10,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30682,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,43.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1966229,2016-04-11,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30706,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,43.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
2030008,2016-04-12,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,0,0,,4033,25,0,0.0,,30730,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,42.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
2093788,2016-04-13,WD-WMAV3K823369,WDC WD1600AAJB,7.9071197618e-313,1,0,,4033,25,0,0.0,,30754,0,0.0,23,,,,,,,0.0,,,,16.0,25.0,41.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
11171,2016-01-01,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35587,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
68716,2016-01-01,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35587,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,36.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
126261,2016-01-02,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35611,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
183819,2016-01-03,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35634,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,39.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
241425,2016-01-04,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35658,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,39.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
299022,2016-01-05,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35683,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,38.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
356571,2016-01-06,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35706,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,38.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
414084,2016-01-07,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35730,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
471601,2016-01-08,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35755,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
529117,2016-01-09,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35778,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
586632,2016-01-10,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35802,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,40.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
644147,2016-01-11,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35826,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,39.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
701661,2016-01-12,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35850,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
759176,2016-01-13,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35873,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
816692,2016-01-14,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35897,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
874217,2016-01-15,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35921,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
931769,2016-01-16,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35944,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,37.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
989284,2016-01-17,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35968,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,39.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1046793,2016-01-18,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,35992,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,40.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1104297,2016-01-19,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,36015,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,38.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1161811,2016-01-20,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,36038,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,39.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1219313,2016-01-21,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,36063,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,38.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1277863,2016-04-01,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,37763,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,41.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1340815,2016-04-01,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,37763,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,41.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1403762,2016-04-02,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,37787,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,41.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1466715,2016-04-03,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,37811,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,41.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1529667,2016-04-04,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,37835,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,41.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1592610,2016-04-05,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,37859,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,41.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
1655515,2016-04-06,WD-WCAYUEH97566,WDC WD1600AAJS,7.9071197618e-313,0,0,,4058,61,0,0.0,,37883,0,0.0,59,,,,,,,0.0,,,,17.0,43.0,40.0,,0.0,0,0,0,0.0,,,,,,,,0.0,0.0,0.0,,,,,
